Distributed Systems and Networks,IT Security Lab: Vulnerability Assessment,6,Portfolio
Distributed Systems and Networks,Information Theory and Applications,6,Portfolio
Distributed Systems and Networks,Intelligent Cybersecurity Applications,9,Portfolio
Distributed Systems and Networks,International Information Security Contest,12,Portfolio
Distributed Systems and Networks,Internet and Network Security,6,Portfolio
Distributed Systems and Networks,Internet of Services Lab (Project),9,Portfolio
Distributed Systems and Networks,Internet of Services Lab (Seminar),3,Portfolio
Distributed Systems and Networks,Introduction to Collective Robotics,6,Portfolio
Distributed Systems and Networks,Lambda-Kalkül und Typ-Systeme,6,Oral exam
Distributed Systems and Networks,Large-scale Data Engineering,12,Portfolio
Distributed Systems and Networks,Machine Learning and Security - Advanced Project,18,Portfolio
Distributed Systems and Networks,Machine Learning and Security - Master Seminar,3,Portfolio
Distributed Systems and Networks,Machine Learning and Security - Project,9,Portfolio
Distributed Systems and Networks,Machine Learning for Computer Security,6,Written exam
Distributed Systems and Networks,Master Project: Distributed Systems,9,Portfolio
Distributed Systems and Networks,Master Project: Large Scale Data Integration,9,Portfolio
Distributed Systems and Networks,Master Seminar: Operating Complex IT Systems,3,Portfolio
Distributed Systems and Networks,Mobile Services,6,Oral exam
Distributed Systems and Networks,Modellgetriebene Software-Entwicklung,6,Written exam
Distributed Systems and Networks,Models and Theory of Distributed Algorithms (9 LP),9,Portfolio
Distributed Systems and Networks,Molecular Communications and Nanonetworks,6,Oral exam
Distributed Systems and Networks,Multi-Robot Systems,3,Portfolio
Distributed Systems and Networks,Multimedia and Wireless Lab,9,Portfolio
Distributed Systems and Networks,Network Architectures - Basics,6,Written exam
Distributed Systems and Networks,Network Architectures - Master Project,12,Portfolio
Distributed Systems and Networks,Network Architectures - Master Project (small),6,Portfolio
Distributed Systems and Networks,Network Architectures - Seminar,3,Portfolio
Distributed Systems and Networks,Networked Embedded Systems,6,Oral exam
Distributed Systems and Networks,Networked Systems Specialization (big),9,Oral exam
Distributed Systems and Networks,Networked Systems Specialization (small),6,Oral exam
Distributed Systems and Networks,Project Advanced Network Technologies,6,Portfolio
Distributed Systems and Networks,Project Advanced Research Data Infrastructures,9,Portfolio
Distributed Systems and Networks,Project Industrial Assistance-Systems (IAS Project),9,Portfolio
Distributed Systems and Networks,Project Open Distributed Systems,9,Portfolio
Distributed Systems and Networks,Projekt - Verteilte industrielle Steuerungssysteme,9,Portfolio
Distributed Systems and Networks,Projekt Advanced Web Technologies,9,Portfolio
Distributed Systems and Networks,Projekt System Quality Engineering,9,Portfolio
Distributed Systems and Networks,Randomized Algorithmics,6,Oral exam
Distributed Systems and Networks,Reading Group Cloud Systems,3,Portfolio
Distributed Systems and Networks,Research Project Advanced Network Technologies,9,Portfolio
Distributed Systems and Networks,Scalable Software Systems Project,12,Portfolio
Distributed Systems and Networks,Selected Areas of Telecommunication Networks,3,Portfolio
Distributed Systems and Networks,Selected Topics in Distributed Systems and Networks (ENHANCE Alliance),30,Written exam
Distributed Systems and Networks,Smart Security Lab,6,Portfolio
Distributed Systems and Networks,Software Security for Autonomous Systems,6,Portfolio
Distributed Systems and Networks,Special Topics in Communications Networks and Autonomous Security,3,Portfolio
Distributed Systems and Networks,The AMOS Project - Product Owner Role,6,Portfolio
Distributed Systems and Networks,The AMOS Project - Scrum Master Role,3,Portfolio
Distributed Systems and Networks,The AMOS Project - Software Developer Role,9,Portfolio
Distributed Systems and Networks,Types and Programming Languages,6,Oral exam
Distributed Systems and Networks,Vehicular Networking and Cooperative Driving,6,Oral exam
Distributed Systems and Networks,Wireless Communication Systems,6,Portfolio
Foundations of Computing,Advanced Algorithmics,9,Written exam
Foundations of Computing,Advanced Topics in Networked and Distributed Systems,3,Portfolio
Foundations of Computing,Algebraic Process Calculi,6,Portfolio
Foundations of Computing,Algorithm Engineering II,9,Portfolio
Foundations of Computing,Algorithmic Graph Structure Theory,9,Oral exam
Foundations of Computing,Algorithmic Research in Teams,9,Portfolio
Foundations of Computing,Algorithmics for Discrete Data Science,6,Written exam
Foundations of Computing,Algorithmische Bioinformatik,6,Oral exam
Foundations of Computing,Algorithmische Graphentheorie,6,Oral exam
Foundations of Computing,Algorithms for Distributed Systems,6,Written exam
Foundations of Computing,Algorithms for Networked Systems,6,Written exam
Foundations of Computing,Approximationsalgorithmen (ADM III),10,Oral exam
Foundations of Computing,Compiling Techniques,6,Portfolio
Foundations of Computing,Computational Complexity,9,Oral exam
Foundations of Computing,Computational Mixed Integer Programming (ADM III),10,Oral exam
Foundations of Computing,Current Research in Algorithms and Complexity,3,Presentation
Foundations of Computing,Current trends in graph theory and combinatorics,3,Oral exam
Foundations of Computing,Diskrete Optimierung (ADM II),10,Oral exam
Foundations of Computing,Extremale Graphentheorie,6,Oral exam
Foundations of Computing,Foundations of Stochastic Processes,6,Oral exam
Foundations of Computing,Game Theory,6,Oral exam
Foundations of Computing,Graph Minors,9,Oral exam
Foundations of Computing,Information Theory and Applications,6,Portfolio
Foundations of Computing,Introduction into Interactive Theorem Proving,3,Oral exam
Foundations of Computing,Lambda-Kalkül und Typ-Systeme,6,Oral exam
Foundations of Computing,Logik Spiele Automaten,9,Oral exam
Foundations of Computing,MTV Project: Research at Work,9,Portfolio
Foundations of Computing,MTV Seminar: Write Review and Publish,3,Portfolio
Foundations of Computing,Models and Theory of Distributed Algorithms (9 LP),9,Portfolio
Foundations of Computing,Networked Systems Specialization (big),9,Oral exam
Foundations of Computing,Networked Systems Specialization (small),6,Oral exam
Foundations of Computing,Parameterized Algorithmics,6,Oral exam
Foundations of Computing,Quantum Computing,6,Written exam
Foundations of Computing,Quantum Cryptography,3,Written exam
Foundations of Computing,Randomized Algorithmics,6,Oral exam
Foundations of Computing,Research Colloquium on Algorithms and Complexity,3,Presentation
Foundations of Computing,Secure Cryptography,6,Oral exam
Foundations of Computing,Selected Topics in Foundations of Computing (ENHANCE Alliance),30,Written exam
Foundations of Computing,Structural Graph Theory,9,Oral exam
Foundations of Computing,Structure and Algorithmic Applications of Directed Graphs,6,Oral exam
Foundations of Computing,Symmetric-Key Cryptography,6,Oral exam
Foundations of Computing,Types and Programming Languages,6,Oral exam
